what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1425011275208
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1425011275560
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1425011304769
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425011322134
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425011322381
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425011327156
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1425011327268
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1425011327281
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1425011327611
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425011327798
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1425011328436
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425011334584
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425011397949
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425011409708
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1425011422731
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425011429726
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425011429987
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425011432614
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1425011432740
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1425011432763
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1425011433043
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425011433201
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1425011433892
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425011438975
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425011443418
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425011476070
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1425011481796
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1425011481808
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1425011482112
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425011482313
